No,House Type,Address,Township,District,Bed Room,Single Room,Lat/Long,Price (THB)/Per Month,Map Location,Remark
733,Condo,"833 Moo 3, Chiang Mai",Chiang Dao,San Na Meng,2,1,"18.811113, 99.060522",11479,"https://www.google.com/maps?q=18.811113,99.060522",Quiet area
734,Townhouse,"834 Moo 5, Chiang Mai",Saraphi,Mae Faek,5,1,"18.664359, 98.857487",9041,"https://www.google.com/maps?q=18.664359,98.857487",Great view
735,Bungalow,"835 Moo 2, Chiang Mai",San Pa Tong,San Na Meng,5,3,"18.645005, 99.071821",8581,"https://www.google.com/maps?q=18.645005,99.071821",Fully furnished
736,Townhouse,"836 Moo 6, Chiang Mai",Mae Rim,Mae Faek,4,3,"18.831078, 98.932511",9083,"https://www.google.com/maps?q=18.831078,98.932511",New listing
737,Villa,"837 Moo 10, Chiang Mai",San Pa Tong,Mae Faek,4,2,"18.875541, 98.993074",12330,"https://www.google.com/maps?q=18.875541,98.993074",Near market
738,Condo,"838 Moo 5, Chiang Mai",Mueang,San Na Meng,5,1,"18.71035, 98.861519",12460,"https://www.google.com/maps?q=18.71035,98.861519",Great view
739,Detached,"839 Moo 10, Chiang Mai",Mae Chaem,Nong Han,4,2,"18.658483, 98.817322",8975,"https://www.google.com/maps?q=18.658483,98.817322",Urgent sale
740,Bungalow,"840 Moo 2, Chiang Mai",Hot,Mae Faek,4,3,"18.950852, 99.010585",10604,"https://www.google.com/maps?q=18.950852,99.010585",Fully furnished
741,Detached,"841 Moo 7, Chiang Mai",Wiang Haeng,Mae Faek,1,3,"18.814489, 99.079005",7077,"https://www.google.com/maps?q=18.814489,99.079005",Quiet area
742,Townhouse,"842 Moo 9, Chiang Mai",Hot,San Sai Luang,4,1,"18.91608, 98.846118",11592,"https://www.google.com/maps?q=18.91608,98.846118",Near market
743,Townhouse,"843 Moo 6, Chiang Mai",Doi Saket,Nong Han,4,3,"18.743358, 99.037736",7187,"https://www.google.com/maps?q=18.743358,99.037736",Great view
744,Apartment,"844 Moo 9, Chiang Mai",Mae Rim,Mae Faek,5,1,"18.91279, 98.889015",12254,"https://www.google.com/maps?q=18.91279,98.889015",Price negotiable
745,Condo,"845 Moo 4, Chiang Mai",Mae Chaem,Mae Faek,4,2,"18.728872, 98.996026",6720,"https://www.google.com/maps?q=18.728872,98.996026",Great view
746,Condo,"846 Moo 8, Chiang Mai",Wiang Haeng,San Na Meng,3,2,"18.905331, 98.989391",9663,"https://www.google.com/maps?q=18.905331,98.989391",Price negotiable
747,Villa,"847 Moo 2, Chiang Mai",Mae Wang,San Sai Luang,2,3,"18.872074, 98.927991",11824,"https://www.google.com/maps?q=18.872074,98.927991",Urgent sale
748,Villa,"848 Moo 3, Chiang Mai",Chom Thong,Mae Faek,3,3,"18.995839, 98.851141",8491,"https://www.google.com/maps?q=18.995839,98.851141",Investment opportunity
749,Townhouse,"849 Moo 1, Chiang Mai",Doi Tao,San Na Meng,3,2,"18.735349, 98.876034",12743,"https://www.google.com/maps?q=18.735349,98.876034",Near market
750,Condo,"850 Moo 8, Chiang Mai",Mae Ai,San Na Meng,2,2,"18.908097, 98.986326",10837,"https://www.google.com/maps?q=18.908097,98.986326",Great view
751,Apartment,"851 Moo 3, Chiang Mai",Chom Thong,San Na Meng,2,2,"18.755509, 98.897532",11364,"https://www.google.com/maps?q=18.755509,98.897532",Investment opportunity
752,Townhouse,"852 Moo 3, Chiang Mai",Phrao,San Na Meng,1,2,"18.774568, 98.978625",9292,"https://www.google.com/maps?q=18.774568,98.978625",Near school
753,Townhouse,"853 Moo 9, Chiang Mai",Mae Wang,Mae Faek,3,3,"18.827737, 99.009672",12268,"https://www.google.com/maps?q=18.827737,99.009672",Near market
754,Condo,"854 Moo 2, Chiang Mai",Doi Saket,Nong Han,3,2,"18.739759, 99.022798",10395,"https://www.google.com/maps?q=18.739759,99.022798",Investment opportunity
755,Villa,"855 Moo 3, Chiang Mai",San Sai,San Na Meng,3,1,"18.965494, 98.852622",8061,"https://www.google.com/maps?q=18.965494,98.852622",New listing
756,Detached,"856 Moo 7, Chiang Mai",San Sai,Nong Han,3,2,"18.657049, 98.864704",10766,"https://www.google.com/maps?q=18.657049,98.864704",Renovated
757,Bungalow,"857 Moo 5, Chiang Mai",Doi Lo,Nong Han,4,1,"18.638168, 99.079198",12002,"https://www.google.com/maps?q=18.638168,99.079198",Investment opportunity
758,Townhouse,"858 Moo 8, Chiang Mai",Mae Wang,Nong Han,1,3,"18.762026, 98.953152",10043,"https://www.google.com/maps?q=18.762026,98.953152",Fully furnished
759,Detached,"859 Moo 6, Chiang Mai",Doi Lo,San Na Meng,2,3,"18.607827, 98.873469",10846,"https://www.google.com/maps?q=18.607827,98.873469",Price negotiable
760,Townhouse,"860 Moo 5, Chiang Mai",San Pa Tong,San Na Meng,4,3,"18.78956, 98.988696",9243,"https://www.google.com/maps?q=18.78956,98.988696",Investment opportunity
761,Bungalow,"861 Moo 8, Chiang Mai",Mae Rim,San Na Meng,3,3,"18.942069, 98.852715",8019,"https://www.google.com/maps?q=18.942069,98.852715",Urgent sale
762,Detached,"862 Moo 8, Chiang Mai",Samoeng,San Na Meng,3,1,"18.653814, 99.027818",12041,"https://www.google.com/maps?q=18.653814,99.027818",Price negotiable
763,Villa,"863 Moo 2, Chiang Mai",Samoeng,Mae Faek,2,2,"18.72008, 99.098429",9446,"https://www.google.com/maps?q=18.72008,99.098429",Near market
764,Detached,"864 Moo 2, Chiang Mai",Chiang Dao,Mae Faek,3,3,"18.981829, 98.839329",8464,"https://www.google.com/maps?q=18.981829,98.839329",Near market
765,Bungalow,"865 Moo 10, Chiang Mai",San Sai,Mae Faek,3,3,"18.910301, 98.998979",7311,"https://www.google.com/maps?q=18.910301,98.998979",Investment opportunity
766,Villa,"866 Moo 10, Chiang Mai",Mae Rim,San Na Meng,2,3,"18.913271, 98.836908",10304,"https://www.google.com/maps?q=18.913271,98.836908",New listing
767,Villa,"867 Moo 1, Chiang Mai",Hang Dong,Nong Han,5,1,"18.985327, 98.867267",12525,"https://www.google.com/maps?q=18.985327,98.867267",Urgent sale
768,Apartment,"868 Moo 5, Chiang Mai",Mueang,San Sai Luang,3,2,"18.715386, 99.042305",11353,"https://www.google.com/maps?q=18.715386,99.042305",Urgent sale
769,Apartment,"869 Moo 8, Chiang Mai",Hot,Mae Faek,3,2,"18.998538, 98.921265",11450,"https://www.google.com/maps?q=18.998538,98.921265",Renovated
770,Townhouse,"870 Moo 7, Chiang Mai",Mueang,San Sai Luang,3,3,"18.809956, 98.93372",11631,"https://www.google.com/maps?q=18.809956,98.93372",Near school
771,Villa,"871 Moo 3, Chiang Mai",Doi Saket,Nong Han,5,1,"18.974436, 98.842853",8723,"https://www.google.com/maps?q=18.974436,98.842853",Investment opportunity
772,Apartment,"872 Moo 5, Chiang Mai",San Kamphaeng,Mae Faek,4,3,"18.799349, 98.853696",7440,"https://www.google.com/maps?q=18.799349,98.853696",Great view
773,Bungalow,"873 Moo 9, Chiang Mai",Wiang Haeng,Nong Han,5,1,"18.723654, 99.061749",7139,"https://www.google.com/maps?q=18.723654,99.061749",New listing
774,Detached,"874 Moo 3, Chiang Mai",Mae On,San Na Meng,5,1,"18.820987, 98.963782",9966,"https://www.google.com/maps?q=18.820987,98.963782",Investment opportunity
775,Detached,"875 Moo 2, Chiang Mai",Doi Lo,San Na Meng,1,2,"18.774935, 98.882298",9048,"https://www.google.com/maps?q=18.774935,98.882298",Great view
776,Townhouse,"876 Moo 4, Chiang Mai",Phrao,San Na Meng,3,1,"18.745922, 98.810948",12962,"https://www.google.com/maps?q=18.745922,98.810948",Fully furnished
777,Villa,"877 Moo 1, Chiang Mai",Chiang Dao,Nong Han,4,1,"18.698554, 98.952074",7320,"https://www.google.com/maps?q=18.698554,98.952074",Quiet area
778,Condo,"878 Moo 9, Chiang Mai",Mae Taeng,Nong Han,5,2,"18.660917, 98.885637",12087,"https://www.google.com/maps?q=18.660917,98.885637",Near school
779,Condo,"879 Moo 6, Chiang Mai",San Pa Tong,San Sai Luang,5,1,"18.777903, 99.031707",6967,"https://www.google.com/maps?q=18.777903,99.031707",Renovated
780,Townhouse,"880 Moo 1, Chiang Mai",San Kamphaeng,San Sai Luang,4,3,"18.639824, 98.857871",8757,"https://www.google.com/maps?q=18.639824,98.857871",Near school
781,Condo,"881 Moo 5, Chiang Mai",San Pa Tong,San Sai Luang,4,1,"18.967124, 98.945733",6765,"https://www.google.com/maps?q=18.967124,98.945733",Great view
782,Condo,"882 Moo 8, Chiang Mai",Mae Ai,Mae Faek,4,3,"18.910387, 98.829771",9882,"https://www.google.com/maps?q=18.910387,98.829771",Quiet area
783,Villa,"883 Moo 7, Chiang Mai",Wiang Haeng,Nong Han,4,2,"18.774163, 98.857543",10443,"https://www.google.com/maps?q=18.774163,98.857543",Price negotiable
784,Apartment,"884 Moo 3, Chiang Mai",Mae Ai,Mae Faek,2,1,"18.805771, 98.956518",8184,"https://www.google.com/maps?q=18.805771,98.956518",Near market
785,Detached,"885 Moo 3, Chiang Mai",Phrao,San Na Meng,5,1,"18.655009, 98.909759",11039,"https://www.google.com/maps?q=18.655009,98.909759",Near school
786,Villa,"886 Moo 5, Chiang Mai",Mae Rim,San Sai Luang,5,2,"18.935009, 98.820895",6962,"https://www.google.com/maps?q=18.935009,98.820895",Investment opportunity
787,Villa,"887 Moo 4, Chiang Mai",Hang Dong,Nong Han,2,2,"18.839314, 98.96865",7062,"https://www.google.com/maps?q=18.839314,98.96865",Near school
788,Detached,"888 Moo 3, Chiang Mai",Samoeng,Nong Han,3,3,"18.672224, 98.895334",6854,"https://www.google.com/maps?q=18.672224,98.895334",Investment opportunity
789,Townhouse,"889 Moo 4, Chiang Mai",San Kamphaeng,Nong Han,4,1,"18.966686, 98.879597",10805,"https://www.google.com/maps?q=18.966686,98.879597",Near school
790,Detached,"890 Moo 3, Chiang Mai",Doi Lo,Nong Han,2,3,"18.777916, 99.091234",8942,"https://www.google.com/maps?q=18.777916,99.091234",Near market
791,Villa,"891 Moo 1, Chiang Mai",Saraphi,San Na Meng,2,1,"18.902488, 98.974242",12003,"https://www.google.com/maps?q=18.902488,98.974242",Urgent sale
792,Bungalow,"892 Moo 1, Chiang Mai",Omkoi,Nong Han,3,1,"18.759405, 98.940777",9894,"https://www.google.com/maps?q=18.759405,98.940777",Near market
793,Townhouse,"893 Moo 9, Chiang Mai",Doi Lo,Nong Han,4,3,"18.650406, 98.816421",11718,"https://www.google.com/maps?q=18.650406,98.816421",Near market
794,Townhouse,"894 Moo 3, Chiang Mai",Wiang Haeng,Mae Faek,2,3,"18.803901, 99.037014",8439,"https://www.google.com/maps?q=18.803901,99.037014",Near market
795,Apartment,"895 Moo 4, Chiang Mai",Mae Rim,San Sai Luang,4,2,"18.709623, 99.023136",7570,"https://www.google.com/maps?q=18.709623,99.023136",New listing
796,Townhouse,"896 Moo 6, Chiang Mai",Doi Tao,San Na Meng,4,2,"18.888861, 99.054981",8534,"https://www.google.com/maps?q=18.888861,99.054981",Near market
797,Bungalow,"897 Moo 1, Chiang Mai",Phrao,Nong Han,4,3,"18.667154, 99.095602",8861,"https://www.google.com/maps?q=18.667154,99.095602",Urgent sale
798,Detached,"898 Moo 8, Chiang Mai",Mae Wang,San Na Meng,4,3,"18.707472, 98.982078",10805,"https://www.google.com/maps?q=18.707472,98.982078",Price negotiable
799,Townhouse,"899 Moo 6, Chiang Mai",Phrao,Mae Faek,5,2,"18.913275, 99.077841",7889,"https://www.google.com/maps?q=18.913275,99.077841",Fully furnished
800,Bungalow,"900 Moo 4, Chiang Mai",Chiang Dao,Mae Faek,1,3,"18.732984, 98.872963",10373,"https://www.google.com/maps?q=18.732984,98.872963",Near school
801,Apartment,"901 Moo 1, Chiang Mai",Mae Wang,Nong Han,3,1,"18.695356, 99.068293",6665,"https://www.google.com/maps?q=18.695356,99.068293",Investment opportunity
802,Detached,"902 Moo 4, Chiang Mai",Doi Tao,Mae Faek,1,3,"18.99565, 98.931132",6670,"https://www.google.com/maps?q=18.99565,98.931132",Fully furnished
803,Detached,"903 Moo 9, Chiang Mai",Saraphi,San Sai Luang,3,2,"18.897728, 98.961254",11451,"https://www.google.com/maps?q=18.897728,98.961254",Quiet area
804,Townhouse,"904 Moo 9, Chiang Mai",Mae Ai,San Na Meng,3,3,"18.695542, 98.837982",12244,"https://www.google.com/maps?q=18.695542,98.837982",New listing
805,Villa,"905 Moo 1, Chiang Mai",Doi Tao,Nong Han,3,2,"18.96808, 99.065271",10797,"https://www.google.com/maps?q=18.96808,99.065271",Investment opportunity
806,Bungalow,"906 Moo 3, Chiang Mai",San Kamphaeng,Nong Han,1,1,"18.703043, 98.941863",8822,"https://www.google.com/maps?q=18.703043,98.941863",Renovated
807,Detached,"907 Moo 3, Chiang Mai",Omkoi,San Sai Luang,1,2,"18.856816, 98.85906",11169,"https://www.google.com/maps?q=18.856816,98.85906",New listing
808,Condo,"908 Moo 4, Chiang Mai",Mae Wang,San Sai Luang,2,2,"18.87258, 99.018199",12331,"https://www.google.com/maps?q=18.87258,99.018199",Urgent sale
809,Condo,"909 Moo 1, Chiang Mai",Wiang Haeng,Mae Faek,1,3,"18.623425, 98.979232",8952,"https://www.google.com/maps?q=18.623425,98.979232",New listing
810,Villa,"910 Moo 2, Chiang Mai",San Sai,Mae Faek,3,1,"18.600536, 99.089616",7542,"https://www.google.com/maps?q=18.600536,99.089616",Urgent sale
811,Condo,"911 Moo 3, Chiang Mai",Doi Tao,San Sai Luang,3,1,"18.711253, 98.863127",10328,"https://www.google.com/maps?q=18.711253,98.863127",Near school
812,Villa,"912 Moo 8, Chiang Mai",San Kamphaeng,San Sai Luang,5,3,"18.783882, 98.86993",12044,"https://www.google.com/maps?q=18.783882,98.86993",Near market
813,Villa,"913 Moo 9, Chiang Mai",San Sai,Mae Faek,2,2,"18.780438, 98.910606",8673,"https://www.google.com/maps?q=18.780438,98.910606",Great view
814,Condo,"914 Moo 2, Chiang Mai",Mae Ai,San Na Meng,2,2,"18.821501, 98.876945",11597,"https://www.google.com/maps?q=18.821501,98.876945",Near school
815,Detached,"915 Moo 10, Chiang Mai",Omkoi,San Sai Luang,3,3,"18.741816, 98.944607",9919,"https://www.google.com/maps?q=18.741816,98.944607",Urgent sale
816,Bungalow,"916 Moo 8, Chiang Mai",Chiang Dao,San Na Meng,1,3,"18.831451, 99.06133",12742,"https://www.google.com/maps?q=18.831451,99.06133",Near school
817,Detached,"917 Moo 3, Chiang Mai",Mueang,Mae Faek,5,2,"18.953559, 99.018194",12305,"https://www.google.com/maps?q=18.953559,99.018194",Fully furnished
818,Detached,"918 Moo 1, Chiang Mai",Mae On,San Sai Luang,5,3,"18.690434, 98.851978",9478,"https://www.google.com/maps?q=18.690434,98.851978",Near market
819,Townhouse,"919 Moo 10, Chiang Mai",Hot,Mae Faek,3,1,"18.672317, 99.031116",8893,"https://www.google.com/maps?q=18.672317,99.031116",Fully furnished
820,Bungalow,"920 Moo 9, Chiang Mai",Mae Ai,Mae Faek,4,2,"18.850121, 98.902055",9457,"https://www.google.com/maps?q=18.850121,98.902055",Investment opportunity
821,Townhouse,"921 Moo 5, Chiang Mai",Saraphi,Nong Han,4,2,"18.944359, 98.992571",7877,"https://www.google.com/maps?q=18.944359,98.992571",Urgent sale
822,Condo,"922 Moo 3, Chiang Mai",Chiang Dao,San Sai Luang,5,3,"18.78131, 98.832091",11250,"https://www.google.com/maps?q=18.78131,98.832091",Quiet area
823,Townhouse,"923 Moo 7, Chiang Mai",Chiang Dao,Nong Han,3,2,"18.887173, 98.869666",12260,"https://www.google.com/maps?q=18.887173,98.869666",Urgent sale
824,Villa,"924 Moo 7, Chiang Mai",San Kamphaeng,San Sai Luang,4,2,"18.901125, 99.016431",8994,"https://www.google.com/maps?q=18.901125,99.016431",Fully furnished
825,Condo,"925 Moo 5, Chiang Mai",Wiang Haeng,Mae Faek,5,3,"18.780131, 98.876186",11628,"https://www.google.com/maps?q=18.780131,98.876186",Price negotiable
826,Detached,"926 Moo 10, Chiang Mai",Saraphi,San Na Meng,1,3,"18.704593, 99.082602",7479,"https://www.google.com/maps?q=18.704593,99.082602",Near market
827,Detached,"927 Moo 8, Chiang Mai",Hot,San Sai Luang,5,2,"18.700007, 98.833976",8261,"https://www.google.com/maps?q=18.700007,98.833976",Great view
828,Townhouse,"928 Moo 3, Chiang Mai",Hang Dong,Mae Faek,4,2,"18.779928, 99.085349",10751,"https://www.google.com/maps?q=18.779928,99.085349",Quiet area
829,Detached,"929 Moo 8, Chiang Mai",Mueang,San Sai Luang,3,3,"18.871654, 98.815439",7576,"https://www.google.com/maps?q=18.871654,98.815439",New listing
830,Apartment,"930 Moo 5, Chiang Mai",Omkoi,San Sai Luang,1,3,"18.652721, 98.938694",9830,"https://www.google.com/maps?q=18.652721,98.938694",New listing
831,Villa,"931 Moo 2, Chiang Mai",Saraphi,Nong Han,5,3,"18.769299, 99.042266",8355,"https://www.google.com/maps?q=18.769299,99.042266",Near market
832,Bungalow,"932 Moo 4, Chiang Mai",San Pa Tong,San Na Meng,2,1,"18.6861, 98.814676",10626,"https://www.google.com/maps?q=18.6861,98.814676",Near school
833,Apartment,"933 Moo 1, Chiang Mai",Doi Tao,Nong Han,3,3,"18.805022, 98.939206",7248,"https://www.google.com/maps?q=18.805022,98.939206",Investment opportunity
834,Apartment,"934 Moo 7, Chiang Mai",San Kamphaeng,San Na Meng,1,3,"18.677762, 99.013092",11797,"https://www.google.com/maps?q=18.677762,99.013092",Near market
835,Detached,"935 Moo 6, Chiang Mai",Doi Tao,Nong Han,2,1,"18.869699, 99.048347",6823,"https://www.google.com/maps?q=18.869699,99.048347",Investment opportunity
836,Villa,"936 Moo 2, Chiang Mai",Mueang,Mae Faek,2,1,"18.81541, 98.98248",11799,"https://www.google.com/maps?q=18.81541,98.98248",Near school
837,Townhouse,"937 Moo 8, Chiang Mai",San Pa Tong,San Na Meng,3,2,"18.826765, 99.008982",6792,"https://www.google.com/maps?q=18.826765,99.008982",Renovated
838,Bungalow,"938 Moo 8, Chiang Mai",San Pa Tong,Mae Faek,3,3,"18.749936, 98.837665",12561,"https://www.google.com/maps?q=18.749936,98.837665",Fully furnished
839,Condo,"939 Moo 1, Chiang Mai",San Pa Tong,Mae Faek,3,2,"18.958204, 98.994206",8879,"https://www.google.com/maps?q=18.958204,98.994206",Fully furnished
840,Apartment,"940 Moo 3, Chiang Mai",Mae Wang,Mae Faek,1,3,"18.617991, 98.839499",7297,"https://www.google.com/maps?q=18.617991,98.839499",Near market
841,Townhouse,"941 Moo 4, Chiang Mai",Mae On,Nong Han,4,1,"18.984964, 99.052411",11467,"https://www.google.com/maps?q=18.984964,99.052411",Price negotiable
842,Bungalow,"942 Moo 2, Chiang Mai",Doi Lo,Nong Han,4,3,"18.628255, 98.834964",11177,"https://www.google.com/maps?q=18.628255,98.834964",Quiet area
843,Apartment,"943 Moo 4, Chiang Mai",Doi Tao,San Na Meng,1,1,"18.721489, 98.820018",10033,"https://www.google.com/maps?q=18.721489,98.820018",Renovated
844,Bungalow,"944 Moo 7, Chiang Mai",Mae Wang,Mae Faek,3,2,"18.985313, 98.934815",6680,"https://www.google.com/maps?q=18.985313,98.934815",Price negotiable
845,Condo,"945 Moo 2, Chiang Mai",Doi Saket,San Sai Luang,4,3,"18.92721, 99.057403",10618,"https://www.google.com/maps?q=18.92721,99.057403",Near market
846,Townhouse,"946 Moo 7, Chiang Mai",San Sai,San Na Meng,2,2,"18.898514, 98.873264",7374,"https://www.google.com/maps?q=18.898514,98.873264",Great view
847,Condo,"947 Moo 6, Chiang Mai",Hang Dong,San Na Meng,3,1,"18.681068, 99.02097",8316,"https://www.google.com/maps?q=18.681068,99.02097",Quiet area
848,Villa,"948 Moo 10, Chiang Mai",Chiang Dao,San Na Meng,5,3,"18.705547, 98.960569",11856,"https://www.google.com/maps?q=18.705547,98.960569",Renovated
849,Townhouse,"949 Moo 8, Chiang Mai",Mae Chaem,San Sai Luang,2,2,"18.618858, 98.82339",11214,"https://www.google.com/maps?q=18.618858,98.82339",Quiet area
850,Apartment,"950 Moo 10, Chiang Mai",Omkoi,Nong Han,1,3,"18.846247, 98.906335",6810,"https://www.google.com/maps?q=18.846247,98.906335",Urgent sale
851,Townhouse,"951 Moo 2, Chiang Mai",Doi Saket,Nong Han,3,2,"18.807138, 98.908688",6814,"https://www.google.com/maps?q=18.807138,98.908688",Near school
852,Detached,"952 Moo 6, Chiang Mai",Mae Wang,San Sai Luang,3,1,"18.869957, 98.83042",8852,"https://www.google.com/maps?q=18.869957,98.83042",Near school
853,Apartment,"953 Moo 2, Chiang Mai",Phrao,Nong Han,1,2,"18.89329, 98.803209",9502,"https://www.google.com/maps?q=18.89329,98.803209",New listing
854,Detached,"954 Moo 1, Chiang Mai",Mae Ai,San Na Meng,1,3,"18.698639, 98.842096",7431,"https://www.google.com/maps?q=18.698639,98.842096",New listing
855,Bungalow,"955 Moo 4, Chiang Mai",Mae Taeng,Nong Han,5,2,"18.954084, 98.833288",9655,"https://www.google.com/maps?q=18.954084,98.833288",Quiet area
856,Villa,"956 Moo 3, Chiang Mai",Mae Chaem,San Na Meng,1,1,"18.92735, 98.887471",12837,"https://www.google.com/maps?q=18.92735,98.887471",New listing
857,Detached,"957 Moo 2, Chiang Mai",Mae On,San Sai Luang,5,3,"18.947532, 99.006707",11429,"https://www.google.com/maps?q=18.947532,99.006707",Near market
858,Bungalow,"958 Moo 5, Chiang Mai",Chom Thong,San Na Meng,4,3,"18.762973, 99.019174",11952,"https://www.google.com/maps?q=18.762973,99.019174",Quiet area
859,Apartment,"959 Moo 8, Chiang Mai",Phrao,San Na Meng,4,1,"18.650264, 98.920591",8258,"https://www.google.com/maps?q=18.650264,98.920591",Near market
860,Detached,"960 Moo 5, Chiang Mai",Doi Lo,San Na Meng,3,1,"18.61307, 99.07175",11368,"https://www.google.com/maps?q=18.61307,99.07175",Near school
861,Townhouse,"961 Moo 10, Chiang Mai",Mae Taeng,Mae Faek,3,3,"18.687056, 98.877352",11686,"https://www.google.com/maps?q=18.687056,98.877352",Renovated
862,Apartment,"962 Moo 7, Chiang Mai",San Sai,Mae Faek,5,3,"18.786386, 98.900683",10528,"https://www.google.com/maps?q=18.786386,98.900683",Near market
863,Townhouse,"963 Moo 3, Chiang Mai",Phrao,Mae Faek,5,3,"18.794227, 98.982298",6513,"https://www.google.com/maps?q=18.794227,98.982298",Investment opportunity
864,Apartment,"964 Moo 4, Chiang Mai",Saraphi,Nong Han,3,1,"18.842989, 98.926364",11106,"https://www.google.com/maps?q=18.842989,98.926364",Near market
